Price,Close
Ticker,HDFCBANK.NS
Date,
2018-01-01,869.4622192382812
2018-01-02,877.8309936523438
2018-01-03,868.5949096679688
2018-01-04,871.9940185546875
2018-01-05,873.7286376953125
2018-01-08,872.3221435546875
2018-01-09,873.7755737304688
2018-01-10,874.0099487304688
2018-01-11,877.9248046875
2018-01-12,874.5257568359375
2018-01-15,889.739501953125
2018-01-16,890.8648681640625
2018-01-17,886.3405151367188
2018-01-18,906.8756103515625
2018-01-19,915.267822265625
2018-01-22,920.495361328125
2018-01-23,914.845947265625
2018-01-24,917.822998046875
2018-01-25,925.9339599609375
2018-01-29,937.5142211914062
2018-01-30,935.568603515625
2018-01-31,940.3507080078125
2018-02-01,933.529052734375
2018-02-02,913.2987060546875
2018-02-05,897.287841796875
2018-02-06,889.294189453125
2018-02-07,878.0421142578125
2018-02-08,881.8630981445312
2018-02-09,867.1181030273438
2018-02-12,879.8470458984375
2018-02-14,882.89453125
2018-02-15,882.3085327148438
2018-02-16,880.7612915039062
2018-02-19,880.5737915039062
2018-02-20,873.5411376953125
2018-02-21,870.8218994140625
2018-02-22,868.8527221679688
2018-02-23,881.6755981445312
2018-02-26,896.2095947265625
2018-02-27,891.9900512695312
2018-02-28,883.38671875
2018-03-01,878.7686767578125
2018-03-05,876.7057495117188
2018-03-06,865.5943603515625
2018-03-07,859.1947021484375
2018-03-08,868.688720703125
2018-03-09,867.8447875976562
2018-03-12,875.4400024414062
2018-03-13,872.1581420898438
2018-03-14,874.1506958007812
2018-03-15,881.7927856445312
2018-03-16,868.7590942382812
2018-03-19,866.0631713867188
2018-03-20,862.4296264648438
2018-03-21,871.5252075195312
2018-03-22,875.6744995117188
2018-03-23,863.3908081054688
2018-03-26,887.7235717773438
2018-03-27,887.3250122070312
2018-03-28,884.2776489257812
2018-04-02,905.4222412109375
2018-04-03,898.2490234375
2018-04-04,882.9413452148438
2018-04-05,894.9671020507812
2018-04-06,901.765380859375
2018-04-09,909.1026611328125
2018-04-10,900.5697631835938
2018-04-11,899.6320190429688
2018-04-12,904.2970581054688
2018-04-13,902.515380859375
2018-04-16,910.5325317382812
2018-04-17,913.5331420898438
2018-04-18,906.0785522460938
2018-04-19,909.0791625976562
2018-04-20,917.0026245117188
2018-04-23,907.5554809570312
2018-04-24,907.2037963867188
2018-04-25,900.5228881835938
2018-04-26,904.9769287109375
2018-04-27,901.765380859375
2018-04-30,911.5640869140625
2018-05-02,923.3787231445312
2018-05-03,922.628662109375
2018-05-04,932.2867431640625
2018-05-07,927.08251953125
2018-05-08,922.230224609375
2018-05-09,927.5514526367188
2018-05-10,934.2557983398438
2018-05-11,943.1873168945312
2018-05-14,947.8755493164062
2018-05-15,955.4004516601562
2018-05-16,948.6257934570312
2018-05-17,950.688720703125
2018-05-18,943.374755859375
2018-05-21,934.4199829101562
2018-05-22,932.943115234375
2018-05-23,922.4411010742188
2018-05-24,931.1146850585938
2018-05-25,941.7572631835938
2018-05-28,957.46337890625
2018-05-29,952.9624633789062
2018-05-30,960.3467407226562
2018-05-31,1009.464599609375
2018-06-01,995.8522338867188
2018-06-04,965.4661254882812
2018-06-05,973.6761474609375
2018-06-06,970.7271118164062
2018-06-07,973.0154418945312
2018-06-08,966.9524536132812
2018-06-11,963.6259765625
2018-06-12,964.3573608398438
2018-06-13,958.5065307617188
2018-06-14,961.3140258789062
2018-06-15,957.6337890625
2018-06-18,952.703125
2018-06-19,954.755615234375
2018-06-20,970.1608276367188
2018-06-21,970.8451538085938
2018-06-22,982.9947509765625
2018-06-25,988.4681396484375
2018-06-26,987.8782348632812
2018-06-27,996.7959594726562
2018-06-28,1005.4069213867188
2018-06-29,994.8378295898438
2018-07-02,978.2291870117188
2018-07-03,976.7901000976562
2018-07-04,992.5257568359375
2018-07-05,1002.0568237304688
2018-07-06,997.9990234375
2018-07-09,1002.9533081054688
2018-07-10,1012.7439575195312
2018-07-11,1013.6167602539062
2018-07-12,1021.96826171875
2018-07-13,1029.022216796875
2018-07-16,1023.3366088867188
2018-07-17,1027.0640869140625
2018-07-18,1026.804443359375
2018-07-19,1031.475830078125
2018-07-20,1032.86767578125
2018-07-23,1017.48583984375
2018-07-24,1019.0429077148438
2018-07-25,1024.04443359375
2018-07-26,1034.5426025390625
2018-07-27,1039.0484619140625
2018-07-30,1023.8319702148438
2018-07-31,1028.361572265625
2018-08-01,1018.5474853515625
2018-08-02,1005.1002807617188
2018-08-03,1001.0661010742188
2018-08-06,997.5980834960938
2018-08-07,1005.4303588867188
2018-08-08,1008.0020751953125
2018-08-09,999.57958984375
2018-08-10,997.6688232421875
2018-08-13,986.9109497070312
2018-08-14,985.7078857421875
2018-08-16,979.3853149414062
2018-08-17,980.163818359375
2018-08-20,989.0578002929688
2018-08-21,988.9871215820312
2018-08-23,981.366943359375
2018-08-24,976.6251220703125
2018-08-27,981.62646484375
2018-08-28,988.4208984375
2018-08-29,980.7064208984375
2018-08-30,974.8556518554688
2018-08-31,972.5436401367188
2018-09-03,979.07861328125
2018-09-04,968.1084594726562
2018-09-05,965.301025390625
2018-09-06,968.297119140625
2018-09-07,970.538330078125
2018-09-10,963.0833740234375
2018-09-11,943.8561401367188
2018-09-12,949.2586669921875
2018-09-14,957.6337890625
2018-09-17,939.9871826171875
2018-09-18,938.5716552734375
2018-09-19,925.4310302734375
2018-09-21,929.63037109375
2018-09-24,908.6100463867188
2018-09-25,921.2081909179688
2018-09-26,928.6630859375
2018-09-27,932.4142456054688
2018-09-28,946.5220336914062
2018-10-01,960.3939819335938
2018-10-03,958.3650512695312
2018-10-04,923.7324829101562
2018-10-05,927.2947998046875
2018-10-08,917.7166137695312
2018-10-09,915.6404418945312
2018-10-10,928.167724609375
2018-10-11,914.2014770507812
2018-10-12,935.1035766601562
2018-10-15,947.4658203125
2018-10-16,940.2467041015625
2018-10-17,931.6828002929688
2018-10-19,928.4508666992188
2018-10-22,943.1483764648438
2018-10-23,936.5191650390625
2018-10-24,940.0107421875
2018-10-25,928.9462280273438
2018-10-26,925.3602294921875
2018-10-29,908.8932495117188
2018-10-30,902.4999389648438
2018-10-31,902.028076171875
2018-11-01,902.2404174804688
2018-11-02,919.816162109375
2018-11-05,922.9068603515625
2018-11-06,918.4479370117188
2018-11-07,923.8268432617188
2018-11-09,917.9053344726562
2018-11-12,906.4161987304688
2018-11-13,909.5774536132812
2018-11-14,923.7324829101562
2018-11-15,931.9424438476562
2018-11-16,945.6964111328125
2018-11-19,950.2258911132812
2018-11-20,949.5416870117188
2018-11-21,952.5143432617188
2018-11-22,946.262451171875
2018-11-26,967.164794921875
2018-11-27,973.8648071289062
2018-11-28,985.778564453125
2018-11-29,1005.5013427734375
2018-11-30,1004.2745971679688
2018-12-03,997.1261596679688
2018-12-04,984.0328979492188
2018-12-05,990.4732666015625
2018-12-06,989.4589233398438
2018-12-07,994.436767578125
2018-12-10,985.5427856445312
2018-12-11,971.76513671875
2018-12-12,983.9149169921875
2018-12-13,991.4642944335938
2018-12-14,988.8219604492188
2018-12-17,1005.1002807617188
2018-12-18,1007.5772705078125
2018-12-19,1001.915283203125
2018-12-20,1008.5209350585938
2018-12-21,996.1116333007812
2018-12-24,981.7208251953125
2018-12-26,1001.3963012695312
2018-12-27,993.233642578125
2018-12-28,1001.6558227539062
2018-12-31,1001.08935546875
2019-01-01,1013.5458984375
2019-01-02,1004.2981567382812
2019-01-03,996.41845703125
2019-01-04,999.084228515625
2019-01-07,1000.5940551757812
2019-01-08,992.2662963867188
2019-01-09,998.7776489257812
2019-01-10,994.8613891601562
2019-01-11,996.4656372070312
2019-01-14,991.62939453125
2019-01-15,1001.1838989257812
2019-01-16,1000.3817749023438
2019-01-17,1006.0909423828125
2019-01-18,1005.1238403320312
2019-01-21,1013.569580078125
2019-01-22,1007.76611328125
2019-01-23,993.3985595703125
2019-01-24,991.9124755859375
2019-01-25,988.9634399414062
2019-01-28,983.3721313476562
2019-01-29,970.8451538085938
2019-01-30,960.0400390625
2019-01-31,981.3905029296875
2019-02-01,986.3447875976562
2019-02-04,993.1627807617188
2019-02-05,997.4801025390625
2019-02-06,1001.537841796875
2019-02-07,998.9899291992188
2019-02-08,1001.537841796875
2019-02-11,1009.558837890625
2019-02-12,1004.8641967773438
2019-02-14,995.6633911132812
2019-02-15,991.1574096679688
2019-02-18,986.0852661132812
2019-02-19,983.3250122070312
2019-02-20,994.7905883789062
2019-02-21,998.35302734375
2019-02-22,986.8165893554688
2019-02-25,1002.8353881835938
2019-02-26,995.8758544921875
